Name,RelativePath,DVFS,Note,ContentSubcategory,Timeout,Core_Atom,Core_Big,Core_KL
DH28-1Aught-B7AY-1C10000F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-1Charyb-BMG-1C1000F1,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-1Charyb-BFX-1C1000F2,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-1Charyb-BFY-1C1000F3,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-1DittoC-GX-1C100113,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-1FireC-Y-1C100124,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-1FireC-X-1C100125,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-1Fissure-M-1C100135,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-1FrenzyC-Y-1C100182,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-1FrenzyC-X-1C100181,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-1FRMC-Y-1C1001BF,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-1LeekC-Y-1C1001E0,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-1LeekC-X-1C1001DF,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Aes-DY-1C100000,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100010,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100011,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100012,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100013,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100014,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100015,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100016,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100017,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100018,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100019,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10001A,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10001B,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10001C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10001D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10001E,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-GCAG-1C1000F6,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-SCCG-1C1000F5,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-DittoMT-CG-1C100114,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Fireworx-Y-1C100126,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Flipper-1C100136,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100148,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100145,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100146,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-X-1C100147,ARL8B32A,FALSE,Decap; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Kawachi-1C1001D0,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-Y-1C1001E2,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-X-1C1001E1,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Oakley-LegX-1C10020E,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-PlusOne-Mhd-1C10022C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Satsuma-Y-1C100246,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BMG-1C100258,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFX-1C100255,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFY-1C100256,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFY-1C100257,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Skipper-Y-1C100291,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Twiddle-Y-1C1002A0,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-PdY-1C1002B0,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-MsY-1C1002AF,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Aes-FY-1C100001,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10001F,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100020,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100021,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100022,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100023,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100024,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100025,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100026,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100027,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100028,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100029,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C10002A,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C10002B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10002C,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10002D,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-OZAG-1C1000F8,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-GCCG-1C1000F7,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-DittoMT-CG-1C100115,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Fireworx-Y-1C100127,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Flipper-1C100137,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10014C,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100149,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10014A,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-X-1C10014B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Kawachi-1C1001D1,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-Y-1C1001E4,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-X-1C1001E3,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Millet-CG-1C100200,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Oakley-LegX-1C10020F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-PlusOne-Mhs-1C10022D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Satsuma-Y-1C100247,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBMG-1C10025C,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFX-1C100259,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFY-1C10025A,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFY-1C10025B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Skipper-Y-1C100292,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Twiddle-3Y-1C1002A1,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-PsY-1C1002B2,ARL8B32A,FALSE,Decap; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-MdY-1C1002B1,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Aes-DY-1C100002,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10002E,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10002F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100030,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100031,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100032,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100033,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100034,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100035,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100036,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100037,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100038,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100039,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10003A,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10003B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C10003C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-SCCG-1C1000FA,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-OZCG-1C1000F9,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-DittoMT-CG-1C100116,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Fireworx-Y-1C100128,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Flipper-1C100138,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100150,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10014D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10014E,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-X-1C10014F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Kawachi-1C1001D2,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-Y-1C1001E6,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-X-1C1001E5,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Oakley-LegX-1C100210,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-PlusOne-Pd-1C10022E,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Satsuma-Y-1C100248,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BMG-1C100260,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFX-1C10025D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFY-1C10025E,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFY-1C10025F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Skipper-Y-1C100293,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Twiddle-Y-1C1002A2,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-PdY-1C1002B4,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-MsY-1C1002B3,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Aes-FY-1C100003,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10003D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C10003E,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10003F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100040,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100041,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100042,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100043,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100044,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100045,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100046,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100047,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100048,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100049,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10004A,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10004B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-GCCG-1C1000FC,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-GCAG-1C1000FB,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-DittoMT-CG-1C100117,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Fireworx-Y-1C100129,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Flipper-1C100139,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100154,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100151,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100152,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-X-1C100153,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Kawachi-1C1001D3,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-Y-1C1001E8,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-X-1C1001E7,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Oakley-LegX-1C100211,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-PlusOne-Ps-1C10022F,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Satsuma-Y-1C100249,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBMG-1C100264,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFX-1C100261,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFY-1C100262,ARL8B32A,FALSE,Decap; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFY-1C100263,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Skipper-Y-1C100294,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Twiddle-3Y-1C1002A3,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-PsY-1C1002B6,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-MdY-1C1002B5,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Aes-DY-1C100004,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10004C,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10004D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10004E,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
